b'RT @PicknPay: Want R50 off a future shop? If you\xc3\xa2\xe2\x82\xac\xe2\x84\xa2re a Smart Shopper we can make it happen! Ts &amp; Cs &gt; https://t.co/iCVUYc3dJb https://t.co/y\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=0.13392857142857142 subjectivity=0.38392857142857145),2017-09-30 11:07:54,36'
b'RT @Atul19India: @IndianDiplomacy @PrakashJavdekar @HRDMinistry @IndEmbMoscow Sir Why no action on #SchoolFeeLoot? #PresidiumTorturingKids\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=-0.05 subjectivity=0.1),2017-09-30 11:03:47,21'
b"RT @SoFragrance: #Win a So...? Floral Crush EPD &amp; Fragrance Mist now! RT Follow &amp; Tag your BFF!\n#Giveaway #Competition  T&amp;C's -https://t.c\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=1.0 subjectivity=0.4),2017-09-30 10:58:15,82"
b'RT @YSHbiased: 170930 Yoo Seung Ho fanmeeting in Mielparque Hall Osaka\n\xc3\xa2\xe2\x82\xac\xc2\xa2\nCr: as tagged\n\xc3\xa2\xe2\x82\xac\xc2\xa2\n#??? #???? #yooseungho #fanmeeting #YSHbiased #yo\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=0.0 subjectivity=0.0),2017-09-30 10:55:37,52'
b'@BardorfM @MaryEhrenworth @TCRWP ?this! Thanks,Sentiment(polarity=0.2 subjectivity=0.2),2017-09-30 10:49:40,0'
b'404 - Page not found ! https://t.co/VHfJSfEEty,Sentiment(polarity=0.0 subjectivity=0.0),2017-09-30 10:46:15,0'
b'RT @O2ABC: COMPETITION TIME! Fancy winning 2x @Not3sofficial tix M &amp; G  for 2 people + 2 signed t-shirts? To enter just RT! https://t.co/\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=0.625 subjectivity=0.75),2017-09-30 10:44:14,21'
b'RT @hungryhouse: Want to #TrySomethingNew this weekend? Pause &amp; share your din-spiration result with us - you could win \xc3\x82\xc2\xa325 credit! https:/\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=1.0 subjectivity=0.4),2017-09-30 10:43:42,59'
b"RT @toysrusuk: It's #WinItWednesday time! ? To win #Destiny2 on either #PS4 or #Xbox follow @ToysRUsUK &amp; RT. Ends 4th Oct https://t.co/5jkz\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=0.8 subjectivity=0.4),2017-09-30 10:42:50,1090"
b'Did you know we offer a free local collection and delivery service? \n#Tonbridge #Sevenoaks #surroundingareas #servicewithasmile,Sentiment(polarity=0.2 subjectivity=0.4),2017-09-30 10:40:08,0'
b'@pakcheman was a Guest Instructor at our Media &amp; Communications Basics Class today. It was an explosive session! https://t.co/aNsM8fWwoY,Sentiment(polarity=0.0 subjectivity=0.0),2017-09-30 10:36:28,0'
b'This festive season tackle the menace of #WaterLeakage in your home. We wish you all a #HappyDusshera! Know more at\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/lIw72ddROp,Sentiment(polarity=0.5 subjectivity=0.5),2017-09-30 10:31:23,0'
b'RT @FreedomtoTeach: You could #win this #KnowingReligion Judaism Student book! #Follow &amp; #RT to try! @AndyLewis_RE #FollowFriday TCs: https\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=1.0 subjectivity=0.4),2017-09-30 10:23:07,21'
b'RT @rittersportuk: Complete our #NationalPoetryDay poem for the chance to #win a free flavour! Be sure to RT and follow! T&amp;Cs: https://t.co\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=0.50625 subjectivity=0.6222222222222222),2017-09-30 10:08:57,306'
b'RT @Finacle: Follow us on @LinkedIn to learn how #technology is transforming the #banking industry to be #TrulyDigital| #FinTech\n\nhttps://t\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=0.0 subjectivity=0.0),2017-09-30 11:15:52,2'
b'"Due to Panama Papers the Pakistan Prime Minister has had to resign. But why no action is being taken here?"... https://t.co/oxGXVHZLUC,Sentiment(polarity=-0.0875 subjectivity=0.2375),2017-09-30 11:13:57,0'
b'On Serve Federer Slams The Door Better Than Anyone https://t.co/WYIPuxmP6A,Sentiment(polarity=0.5 subjectivity=0.5),2017-09-30 10:38:14,0'
b'@sabita_rao2001 @UttarandhraNow This clearly shows the Indian mindset they want their son/ daughter to work for in\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/ONxCgJ7qUR,Sentiment(polarity=0.10000000000000002 subjectivity=0.3833333333333333),2017-09-30 09:37:32,0'
b'Follow us on @LinkedIn to learn how #technology is transforming the #banking industry to be #TrulyDigital| #FinTech\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/5p5AgGkdr8,Sentiment(polarity=0.0 subjectivity=0.0),2017-09-30 09:11:46,2'
b'RT @InfyFoundation: ?New Blog? Using a #MakerSpace &amp; #STEM to Educate the Whole Person by Marcus Hall. @MakerEdOrg #InfyMakers Read more ht\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=0.35 subjectivity=0.45),2017-09-30 09:01:16,10'
b'Market suffer second straight weekly loss plunge 638 points - https://t.co/cjbRVHUEqt benchmark Sensex witnessed s\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/WYQ1kj2850,Sentiment(polarity=0.1 subjectivity=0.2),2017-09-30 08:05:11,0'
b'@NandanNilekani We have a Game Changing proposal capturing Property Vehicles Jewllery wish to interact Can help INFOSYS,Sentiment(polarity=-0.4 subjectivity=0.4),2017-09-30 06:55:41,0'
b'On Serve Roger Federer Slams The Door Better Than Anyone | ATP World Tour | Tennis https://t.co/FHfTT0yRiM,Sentiment(polarity=0.5 subjectivity=0.5),2017-09-30 05:58:17,0'
b'@Swamy39 @pGurus1 Recent example of IT is sudden spurt in volumes(5 times daily avg)of Infy put options on 17th Aug\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/xqy9DRFjxD,Sentiment(polarity=0.0 subjectivity=0.25),2017-09-24 08:31:18,0'
b'@BT21_ @BTS_National Tata stalking on cooky eh~ https://t.co/qT1K6PQOth,Sentiment(polarity=0.0 subjectivity=0.0),2017-09-30 11:51:09,0'
b'RT @taehyungpic: someone made tata for taetae ?? https://t.co/QDbBzJEgrG,Sentiment(polarity=0.0 subjectivity=0.0),2017-09-30 11:51:08,3316'
b"RT @madzjams: tata and chimmy's art collab #BT21 #btsfanart #btsartmy https://t.co/n0rA5VM8NS,Sentiment(polarity=0.0 subjectivity=0.0),2017-09-30 11:50:59,707"
b'Tata Motors won an India government order for 10000 electric cars as the country makes efforts to reduce emissions and curb fuel imports.,Sentiment(polarity=0.0 subjectivity=0.0),2017-09-30 11:50:44,0'
b'RT @pandeymukesh23: When Ratan tata confirms about modis leadershipthen indian should create #NewIndia with Modiji and put our all effort\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=0.0 subjectivity=0.0),2017-09-30 11:50:19,106'
b'RT @txuunn: chimmy and tata https://t.co/GX5Nky6uzu,Sentiment(polarity=0.0 subjectivity=0.0),2017-09-30 11:49:47,1839'
b'RT @snottle: chimmy and tata sharing their love with the world-- also dedicated to es who is dying in thesis-- sends her all the kisses #vm\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=0.5 subjectivity=0.6),2017-09-30 11:49:08,2544'
b'RT @bsindia: Tata Motors wins bid to sell 10000 electric cars https://t.co/LOeyABmEDG https://t.co/MANudXHt4z,Sentiment(polarity=0.3 subjectivity=0.2),2017-09-30 11:49:04,3'
b'TIL that the Tata Group from India which owns Jaguar-Land Rover and has revenues of over $100b is 66% controlled b\xc3\xa2\xe2\x82\xac\xc2\xa6\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/cNulMKK1N0,Sentiment(polarity=0.0 subjectivity=0.0),2017-09-30 11:52:31,0'
b'RT @honeyschub: an irl tata holding a tiny tata!!!! thisissoCute my heart is aching:) https://t.co/oGpkxmRa28,Sentiment(polarity=0.0 subjectivity=0.5),2017-09-30 11:52:22,27'
b'RT @TataSky: Meet original Bengali rockstars the Bauls. Starting from 25th Sept. You too can share your nostalgia on Tata Sky #RecallBenga\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=0.1875 subjectivity=0.425),2017-09-30 11:51:20,38'
b'"I can not explain it but I\'ll find a song that can",Sentiment(polarity=0.0 subjectivity=0.0),2017-10-01 17:18:58,0'
b'Happy Sunday hope you guys are having a great day ? I\xc3\xa2\xe2\x82\xac\xe2\x84\xa2ll be getting back to the hang of things tomorrow wooooop:D,Sentiment(polarity=0.5333333333333333 subjectivity=0.5833333333333334),2017-10-01 17:11:52,0'
b"As #yeg Turkish Canadians we strongly condemn last night's cowardly attack &amp; wish @edmontonpolice officer a speedy\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/IRrlU82FDe,Sentiment(polarity=0.21666666666666665 subjectivity=0.39999999999999997),2017-10-01 17:11:44,0"
b'@Aga_Atul @Jha__Pooja Exactly reservation ne desh ko barbad kar diya hai\nSundar pichai n satya nadela agar india me\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/Bl2pB4iAwv,Sentiment(polarity=0.25 subjectivity=0.25),2017-10-01 17:02:09,0'
b"In #starbucks and as I open the twitter app my TCs are right across my screen in their full glory the teller didn't want to know my name. ?,Sentiment(polarity=0.2119047619047619 subjectivity=0.5285714285714286),2017-10-01 16:58:11,0"
b'@GPamboridis ?? &amp; some TCs struggle 4 recogn of ?? subordinate state by UN! stolen GC properties given as gifts to\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/8FZQnqwYt7,Sentiment(polarity=0.0 subjectivity=0.0),2017-10-01 16:54:13,0'
b'one person followed me // automatically checked by https://t.co/JPuFujO1Cf,Sentiment(polarity=0.0 subjectivity=0.0),2017-10-01 16:50:33,0'
b'This hangover is kicking me all over from every different angle,Sentiment(polarity=0.0 subjectivity=0.6),2017-10-01 16:37:01,0'
b'RT @ScribblerSix: Running @nycmarathon to raise $ for @TheVFoundation. Need 20 $30 donations. 1 signed book for each donation. https://t.co\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=0.0 subjectivity=0.0),2017-10-01 16:27:32,1'
b'RT @AhsanHorani: Software Engineers are Required\n\nExperience : Fresh / Mid-level\n\nEducation : Bachelors\n\nDrop your resume at :\xc3\xa2\xe2\x82\xac\xc2\xa6https://t.co\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=0.3 subjectivity=0.5),2017-10-01 16:19:23,1'
b"@Motospeed75 Just pull the fuse. ...... just don't ask me which one. But don't cut any wires as it's all linked to\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/S9HKCDrpSs,Sentiment(polarity=0.0 subjectivity=0.0),2017-10-01 16:18:55,0"
b"If weidwald and Phillips start next game v reading I'm genuinely concerned that the Tcs good start was a fluke and he is clueless,Sentiment(polarity=0.175 subjectivity=0.375),2017-10-01 16:03:24,0"
b'@meemelif Tcs pls need address ?,Sentiment(polarity=0.0 subjectivity=0.0),2017-10-01 15:56:09,0'
b'https://t.co/zBV33OiWLb\nlisten this song.,Sentiment(polarity=0.0 subjectivity=0.0),2017-10-01 15:56:02,0'
b"RT @comixartyst: Less than $700 to go!  I'll be donating half of my commissions made at new York comic con.   Pm me to pre-order.... https:\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=0.0028409090909090884 subjectivity=0.296969696969697),2017-10-01 15:51:22,1"
b"RT @naturalworld_: Happy #WinItWednesday!  FLW &amp; RT with #MyNaturalWorld to #win our hair treatment oils. Ends 29.9 T&amp;C's https://t.co/BzGp\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=0.9 subjectivity=0.7),2017-10-01 15:47:50,820"
b'RT @PackyCarty: Brave #Catalonia fire fighters facing down the flames of Spanish facism #CatalanReferendum #freetweety https://t.co/mlp3aST\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=0.21481481481481482 subjectivity=0.42962962962962964),2017-10-01 15:40:00,776'
b"RT @FullReflection: Do the recipients of 280 characters get a larger quota of TCs too? That's not really fair.,Sentiment(polarity=-0.175 subjectivity=0.7),2017-10-01 15:38:03,14"
b'RT @OracleCloud: Congratulations to West Corporation UC for going live on @OracleHCM Cloud and @OracleERPCloud! #OracleCloud #OracleCustome\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=0.17045454545454544 subjectivity=0.5),2017-10-01 16:47:06,1'
b'Congratulations to West Corporation UC for going live on @OracleHCM Cloud and @OracleERPCloud! #OracleCloud\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/USmUgrOTVI,Sentiment(polarity=0.17045454545454544 subjectivity=0.5),2017-10-01 16:40:15,1'
b'@Gyani_Engineer @shivamudgil @NotThatNana @roopakgarg @praveen_nilesh @9Unknownmen @Rdsingh80 @_YogendraYadav\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/tdCY5VRMYG,Sentiment(polarity=0.0 subjectivity=0.0),2017-10-01 16:36:31,0'
b'RT @spushor: InforShit Shitty CEO Quits in Indian IT Mafia Shakeup - Good Riddance -\n\n\xc3\xa2\xe2\x82\xac\xc5\x93NEW DELHI \xc3\xa2\xe2\x82\xac\xe2\x80\x9d India Inc. suffered a new... https://t.c\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=0.3242424242424242 subjectivity=0.503030303030303),2017-10-01 16:13:04,2'
b'RT @spushor: Infoshit and Equifax - Happy Together - It All Makes Perfect Cents \n\nI knew the Indian Infoshit was in on the... https://t.co/\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=0.9 subjectivity=1.0),2017-10-01 16:12:29,4'
b"Enabling digital to offer effective outcomes. We're proud to be shortlisted in the DevOps Excellence awards 2017. https://t.co/elKTUIzSzW,Sentiment(polarity=0.4666666666666666 subjectivity=0.6),2017-10-01 16:00:04,0"
b'On eBay there is an average of $680 worth of transactions every second #TechFact,Sentiment(polarity=0.049999999999999996 subjectivity=0.16666666666666666),2017-10-01 15:03:25,1'
b'Meet Indranil at booth 1602 at #OOW17 and learn how we are driving innovation for our clients.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/nB9Eloy3VW,Sentiment(polarity=0.0 subjectivity=0.0),2017-10-01 14:00:50,0'
b'I liked a @YouTube video https://t.co/v2r5ZK0nnQ LATEST INFOSYS PLACEMENT PROCESS 2017 by C MADE EASY||CMADEEASY||cmadeeasy,Sentiment(polarity=0.55 subjectivity=0.8500000000000001),2017-10-01 13:08:34,0'
b"Instead of studying I'm here ?? good luck sa INFOSYS,Sentiment(polarity=0.7 subjectivity=0.6000000000000001),2017-10-01 12:40:48,0"
b'LATEST INFOSYS PLACEMENT PROCESS 2017 by C MADE EASY||CMADEEASY||cmadeeasy: https://t.co/v2r5ZK0nnQ via @YouTube,Sentiment(polarity=0.5 subjectivity=0.9),2017-10-01 12:15:35,0'
b'@Lauh_purush @AshDubey_ Firstly this entire outsourcing to GSTN was ridiculous sub swamy had warned agndt this In\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/E5Hw20wIpr,Sentiment(polarity=-0.027777777777777773 subjectivity=0.6527777777777778),2017-10-01 10:39:03,0'
b'@pbhushan1 You dont have to be a specialist to be on the Board. How did ICICI chairman become Board Member of Infos\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/bHWUxBdhuG,Sentiment(polarity=0.0 subjectivity=0.0),2017-10-01 08:18:45,0'
b'Kangana Ranaut\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s lawyer responds to defamation notice sent by Aditya Pancholi and Zarina Wahab -\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/26oEpeZ04d,Sentiment(polarity=0.0 subjectivity=0.0),2017-10-01 07:34:32,0'
b'Pics: Aishwarya Rai Bachchan and daughter Aaradhya attend\nDurga Puja festivities - https://t.co/IAjdmRAG0x\nBollywoo\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/uNBdwrAxEs,Sentiment(polarity=0.0 subjectivity=0.0),2017-10-01 06:49:36,0'
b'US on brink of crushing Presidents Cup victory - https://t.co/MeA0jnTOXv United States are one match win away from\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/UlQLFBw5l7,Sentiment(polarity=0.6000000000000001 subjectivity=0.65),2017-10-01 05:36:40,0'
b'KP placement all services provider mean high level to technical level placement start in 2013 in Nasik KP  placem\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/0ka2or6WuB,Sentiment(polarity=-0.050833333333333335 subjectivity=0.44250000000000006),2017-10-01 04:15:18,0'
b'RT @srirambjp: Maruti Suzuki Sales up 9.3%\nTata Motors Sales up 18.0%\nEicher Motors Sales up 22%\n\nAll Motor Cos have Sep Sales ??\nEconomy d\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=0.0 subjectivity=0.0),2017-10-01 17:26:49,264'
b'@hormazdsorabjee @suhelseth @TataMotors But Tata Motors share price has been on the mat since long.,Sentiment(polarity=-0.05 subjectivity=0.4),2017-10-01 17:26:24,0'
b'Is bighit gonna release bt21 plushies?? I want tata and shooky ??,Sentiment(polarity=0.0 subjectivity=0.0),2017-10-01 17:26:05,0'
b"That's it then https://t.co/Yvr3dTQjTo,Sentiment(polarity=0.0 subjectivity=0.0),2017-10-01 17:25:49,0"
b'Just getting into Narcos and listen... Tata and Pablo\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s Love is ridiculous!!! Their synergy is unreal!!!,Sentiment(polarity=-0.25 subjectivity=0.8),2017-10-01 17:25:18,0'
b'Tata Motors registers 25pct surge in domestic passenger commercial vehicle business.. https://t.co/tpQ2yT1OJo,Sentiment(polarity=0.0 subjectivity=0.05),2017-10-01 17:24:45,0'
b'@malazz_shyboon @Fidaa_Aziz99 loozzeeyy??????,Sentiment(polarity=0.0 subjectivity=0.0),2017-10-01 17:24:16,0'
b'papa pe ? mama me ?\nsuch talented and sensible kids ?,Sentiment(polarity=0.35 subjectivity=0.7),2017-10-01 17:24:00,0'
b'ahem 11 Billion dollars aka 11200000000 Rupees(10000 cars at 11 lakhs each)..on that one :P \n\nSomebody do... https://t.co/tN8kE1fqud,Sentiment(polarity=0.75 subjectivity=1.0),2017-10-01 17:23:58,0'
b'The godness spoken!! Outlander day!!!! @Outlander_STARZ https://t.co/lid9unVo66,Sentiment(polarity=0.0 subjectivity=0.0),2017-10-01 17:23:37,0'
b'@Shilaamzah take care babe have a safe flight.? tata titi tutu ?,Sentiment(polarity=0.5 subjectivity=0.5),2017-10-01 17:23:18,0'
b'RT @RaeeSRKianAnish: Dancing Queen Undoubtedly!?? Ok tata I am dead https://t.co/caNanarcef,Sentiment(polarity=0.15 subjectivity=0.45),2017-10-01 17:23:10,42'
b'@yelnamynhalej You tryna start a family?,Sentiment(polarity=0.0 subjectivity=0.0),2017-10-01 17:22:16,0'
b'RT @jiminishell: @BTS_twt I guess the key point is the reporter believes that BTS is commercially &amp; musically successful and circulates vir\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=0.25 subjectivity=0.65),2017-10-01 17:21:12,14'
b'RT @FCBGoalDigger: 7/7 also happened with Tata. Too early.,Sentiment(polarity=0.1 subjectivity=0.3),2017-10-01 17:29:12,10'
b'Here you go again https://t.co/5i5qASsBb5,Sentiment(polarity=0.0 subjectivity=0.0),2017-10-01 17:28:53,0'
b'Next stop from my bucket list! https://t.co/XGRwtIrNze,Sentiment(polarity=0.0 subjectivity=0.0),2017-10-01 17:28:24,0'
b'#InsurTech is all about #AI at the moment and #AI interfaces are simply the entry point but #Tech adoption seems to\xc3\xa2\xe2\x82\xac\xc2\xa6https://t.co/boDXCkGT0T,Sentiment(polarity=0.0 subjectivity=0.35714285714285715),2017-10-01 17:27:33,0'
b'RT @Miffy_UK: RT for the chance to #win the sweetest Miffy dress up set ever! Age 2-4 years only. T&amp;Cs: https://t.co/lXhnlXQkQJ #competitio\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=0.5 subjectivity=0.7),2017-10-02 17:27:44,56'
b'Star Wars OG Costumes  https://t.co/zAZhH9tHVJ,Sentiment(polarity=0.0 subjectivity=0.0),2017-10-02 17:26:34,0'
b"We wouldn't mind going up in that thing! :) #OOW17 https://t.co/YoDpq2eJIf,Sentiment(polarity=0.5 subjectivity=1.0),2017-10-02 17:25:39,0"
b"Hear @Glory_Global's case study on #CX sales drivers &amp; innovations at 12:15. #OOW17 https://t.co/kuGEU8yVVf https://t.co/RFdFSyjxDw,Sentiment(polarity=0.0 subjectivity=0.0),2017-10-02 17:15:12,0"
b"We will soon reach the point where connectivity to cloud resources is going to become a serious issue. Here's why:\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/zc8CYoU3dm,Sentiment(polarity=-0.3333333333333333 subjectivity=0.6666666666666666),2017-10-02 17:15:12,1"
b"@SanjayChadha @johnmcdonnellMP Children's society childhood poverty report\n\nhttps://t.co/OEkyrBidEa,Sentiment(polarity=0.0 subjectivity=0.0),2017-10-02 17:10:46,0"
b'@AyushmannkPics @ayushmannk yaa true saying...????,Sentiment(polarity=0.35 subjectivity=0.65),2017-10-02 16:59:54,0'
b"Every summer I tell myself I'm gonna get stoned and go to the zoo but I always forget to do the part where I go to the zoo...,Sentiment(polarity=0.0 subjectivity=0.0),2017-10-02 16:54:14,0"
b'RT @Maximuscle: RT &amp; Follow to #WIN a pair of tickets to @Harlequins V @SaleSharksRugby on 6th October. \n18+ UK Only T&amp;Cs here: https://t\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=0.4 subjectivity=0.7),2017-10-02 16:50:28,15'
b"RT @MsMcQuin: I'm a very private person aka I don't want my 15 TCs knowing about each other.,Sentiment(polarity=-0.0625 subjectivity=0.43125),2017-10-02 16:43:38,75"
b"One of #Mexico's 4 #NAFTA Goals = boost #SME inclusion in NAFTA supply chains. ?#CdnBiz considering Mexico? Contact\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/RgcowsdvMx,Sentiment(polarity=0.0 subjectivity=0.0),2017-10-02 16:42:09,0"
b"Strongly committed to providing the 3 C's - convenient courteous &amp; confidential IT services at affordable prices https://t.co/ZcexEm5OZY,Sentiment(polarity=0.5166666666666666 subjectivity=0.8666666666666667),2017-10-02 16:40:16,0"
b'RT @WGBpl: Book our Christmas show today and you could win a trip to Disneyland! Click here: https://t.co/8Bdcn5gvfW\n(TCs apply book befor\xc3\xa2\xe2\x82\xac\xc2\xa6,Sentiment(polarity=1.0 subjectivity=0.4),2017-10-02 16:39:49,1'
b'Day #2 without @DeanCentral: \n\nIf only I could hide my sorrow under my smile like the way Dean hides his TCs under\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/RP9rGXxQlD,Sentiment(polarity=0.15 subjectivity=0.55),2017-10-02 16:33:06,0'
b'I entered for a chance to win 100K miles from Alaska Airlines Go Anywhere Sweeps. NPN CA Only 18+ Ends12/31/17 TCs: https://t.co/NVgAqXgHLC,Sentiment(polarity=0.4 subjectivity=0.7),2017-10-02 16:31:27,0'
b'The rise of #PaaS indicates the focus of innovation is shifting even further toward software development.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/3WaEBhWnxv,Sentiment(polarity=0.0 subjectivity=0.5),2017-10-02 16:30:14,0'
b'RT &amp; Follow to #WIN a pair of tickets to @Harlequins V @SaleSharksRugby on 6th October. \n18+ UK Only T&amp;Cs here:\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/0wBr8lbSV5,Sentiment(polarity=0.4 subjectivity=0.7),2017-10-02 16:28:28,15'
b'RT @DrInfoSec: NIST SP 800-37 Rev. 2 (DRAFT) - Risk Mgmt Framework for InfoSys &amp; Orgs\nhttps://t.co/JzAlUsHtOV,Sentiment(polarity=0.0 subjectivity=0.0),2017-10-02 17:29:53,1'
